151,-205,D/L9nQEutF88fMj0/aZcB4PQzc8=,Y57nm099KUZdLU1y3ea4W43yGOU=
152,-205,D/L9nQEutF88fMj0/aZcB4PQzc8=,Y57nm099KUZdLU1y3ea4W43yGOU=
153,-205,D/L9nQEutF88fMj0/aZcB4PQzc8=,Y57nm099KUZdLU1y3ea4W43yGOU=
150,-205,D/L9nQEutF88fMj0/aZcB4PQzc8=,Y57nm099KUZdLU1y3ea4W43yGOU=
149,-208,D/L9nQEutF88fMj0/aZcB4PQzc8=,Y57nm099KUZdLU1y3ea4W43yGOU=
150,-206,D/L9nQEutF88fMj0/aZcB4PQzc8=,Y57nm099KUZdLU1y3ea4W43yGOU=
149,-205,D/L9nQEutF88fMj0/aZcB4PQzc8=,Y57nm099KUZdLU1y3ea4W43yGOU=
149,-206,D/L9nQEutF88fMj0/aZcB4PQzc8=,Y57nm099KUZdLU1y3ea4W43yGOU=
147,-208,D/L9nQEutF88fMj0/aZcB4PQzc8=,Y57nm099KUZdLU1y3ea4W43yGOU=
148,-205,D/L9nQEutF88fMj0/aZcB4PQzc8=,Y57nm099KUZdLU1y3ea4W43yGOU=
147,-205,D/L9nQEutF88fMj0/aZcB4PQzc8=,Y57nm099KUZdLU1y3ea4W43yGOU=
149,-207,D/L9nQEutF88fMj0/aZcB4PQzc8=,Y57nm099KUZdLU1y3ea4W43yGOU=
146,-205,D/L9nQEutF88fMj0/aZcB4PQzc8=,Y57nm099KUZdLU1y3ea4W43yGOU=
148,-207,D/L9nQEutF88fMj0/aZcB4PQzc8=,Y57nm099KUZdLU1y3ea4W43yGOU=
145,-208,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
148,-206,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
145,-205,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
148,-208,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
147,-206,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
154,-194,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
153,-194,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
144,-208,D/L9nQEutF88fMj0/aZcB4PQzc8=,Y57nm099KUZdLU1y3ea4W43yGOU=
152,-194,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
151,-194,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
150,-194,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
149,-194,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
148,-194,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
147,-194,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
146,-194,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
145,-194,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
147,-207,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
146,-206,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
144,-194,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
154,-195,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
153,-195,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
152,-195,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
151,-195,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
150,-195,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
149,-195,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
148,-195,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
147,-195,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
146,-195,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
145,-195,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
146,-207,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
145,-206,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
144,-195,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
155,-196,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
154,-196,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
153,-196,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
152,-196,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
151,-196,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
150,-196,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
148,-196,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
149,-196,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
147,-196,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
146,-196,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
145,-196,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
144,-196,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
144,-207,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
146,-208,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
145,-207,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
144,-205,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
144,-206,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
155,-197,W4MMxTuNDI23ww2wTki1axh9Bes=,Y57nm099KUZdLU1y3ea4W43yGOU=
